Time,Voltage,Current,Power,State
1982.0,0.88,31.74,56,DRY_RUN
1983.0,0.88,53.36,14,DRY_RUN
1984.0,0.88,38.92,20,DRY_RUN
1985.0,0.87,32.42,32,DRY_RUN
1986.0,0.87,31.65,6,DRY_RUN
1987.0,0.88,23.87,98,DRY_RUN
1988.0,0.88,42.89,56,DRY_RUN
1989.0,0.88,38.11,72,DRY_RUN
1991.0,0.88,43.98,82,DRY_RUN
1992.0,0.88,33.23,4,DRY_RUN
1993.0,0.88,23.8,98,DRY_RUN
1994.0,0.87,34.73,14,DRY_RUN
1995.0,0.88,35.73,66,DRY_RUN
1996.0,0.88,38.46,82,DRY_RUN
1997.0,0.88,50.41,6,DRY_RUN
1998.0,0.88,33.86,14,DRY_RUN
1999.0,0.89,39.85,10,DRY_RUN
2000.0,0.88,42.85,52,DRY_RUN
2001.0,0.88,33.24,10,DRY_RUN
2002.0,0.87,42.14,50,DRY_RUN
2003.0,0.88,30.43,26,DRY_RUN
2004.0,0.88,42.4,4,DRY_RUN
2005.0,0.88,47.07,42,DRY_RUN
2006.0,0.89,45.71,6,DRY_RUN
2008.0,0.88,41.46,50,DRY_RUN
2009.0,0.88,32.11,32,DRY_RUN
2.0,0.87,208.6,194,NORMAL
3.0,0.87,189.36,246,NORMAL
4.0,0.88,135.93,184,NORMAL
5.0,0.89,226.55,216,NORMAL
6.0,0.89,169.36,186,NORMAL
8.0,0.9,205.35,36,NORMAL
9.0,0.9,207.17,288,NORMAL
10.0,0.86,154.49,180,NORMAL
11.0,0.88,132.35,186,NORMAL
12.0,0.9,183.94,206,NORMAL
13.0,0.89,217.23,176,NORMAL
14.0,0.88,205.72,194,NORMAL
15.0,0.87,216.06,184,NORMAL
16.0,0.88,174.43,196,NORMAL
17.0,0.87,207.17,186,NORMAL
18.0,0.9,165.23,180,NORMAL
19.0,0.87,226.5,58,NORMAL
20.0,0.86,206.45,204,NORMAL
21.0,0.86,194.94,194,NORMAL
22.0,0.88,196.48,194,NORMAL
23.0,0.88,228.34,232,NORMAL
25.0,0.87,219.37,184,NORMAL
26.0,0.88,190.68,204,NORMAL
27.0,0.87,150.16,216,NORMAL
28.0,0.87,225.98,174,NORMAL
29.0,0.87,192.01,200,NORMAL
30.0,0.88,198.62,206,NORMAL
31.0,0.88,194.21,180,NORMAL
32.0,0.87,229.74,204,NORMAL
33.0,0.88,203.5,190,NORMAL
34.0,0.87,212.12,180,NORMAL
35.0,0.88,197.3,204,NORMAL
36.0,0.87,197.99,204,NORMAL
37.0,0.88,217.61,174,NORMAL
38.0,0.88,217.83,206,NORMAL
39.0,0.88,211.63,186,NORMAL
40.0,0.87,228.44,190,NORMAL
41.0,0.87,232.84,132,NORMAL
43.0,0.87,185.57,196,NORMAL
44.0,0.88,218.78,200,NORMAL
45.0,0.88,206.19,266,NORMAL
46.0,0.87,216.76,190,NORMAL
47.0,0.87,205.87,262,NORMAL
48.0,0.88,214.87,174,NORMAL
49.0,0.87,195.31,176,NORMAL
50.0,0.88,204.8,206,NORMAL
51.0,0.87,191.36,194,NORMAL
52.0,0.88,164.55,226,NORMAL
53.0,0.88,193.44,176,NORMAL
54.0,0.87,214.82,216,NORMAL
55.0,0.89,170.11,176,NORMAL
56.0,0.88,190.75,0,NORMAL
57.0,0.87,213.06,184,NORMAL
58.0,0.88,204.49,32,NORMAL
60.0,0.87,178.03,174,NORMAL
61.0,0.88,209.34,206,NORMAL
62.0,0.87,211.23,174,NORMAL
63.0,0.87,182.59,160,NORMAL
64.0,0.88,196.83,190,NORMAL
65.0,0.87,220.98,210,NORMAL
66.0,0.87,182.9,186,NORMAL
67.0,0.88,166.68,168,NORMAL
68.0,0.87,157.14,174,NORMAL
69.0,0.88,194.37,204,NORMAL
70.0,0.88,209.15,170,NORMAL
71.0,0.88,222.06,170,NORMAL
72.0,0.89,177.34,176,NORMAL
73.0,0.87,199.42,256,NORMAL
74.0,0.87,227.28,196,NORMAL
75.0,0.87,214.29,200,NORMAL
77.0,0.87,189.24,180,NORMAL
78.0,0.88,146.92,176,NORMAL
79.0,0.87,216.53,160,NORMAL
80.0,0.87,199.02,174,NORMAL
81.0,0.87,205.41,30,NORMAL
82.0,0.88,179.35,194,NORMAL
83.0,0.87,170.31,16,NORMAL
84.0,0.87,193.41,194,NORMAL
85.0,0.88,196.18,196,NORMAL
86.0,0.88,184.53,200,NORMAL
87.0,0.87,201.74,190,NORMAL
88.0,0.88,229.96,194,NORMAL
89.0,0.87,206.28,170,NORMAL
90.0,0.87,209.21,266,NORMAL
91.0,0.88,146.0,184,NORMAL
92.0,0.87,220.08,210,NORMAL
93.0,0.87,180.35,196,NORMAL
95.0,0.88,181.43,180,NORMAL
96.0,0.88,217.83,92,NORMAL
97.0,0.87,223.81,180,NORMAL
98.0,0.87,211.27,104,NORMAL
99.0,0.87,190.86,190,NORMAL
100.0,0.88,159.37,216,NORMAL
101.0,0.88,200.74,196,NORMAL
102.0,0.88,156.74,176,NORMAL
103.0,0.87,222.22,186,NORMAL
104.0,0.88,213.39,170,NORMAL
105.0,0.87,215.19,114,NORMAL
106.0,0.88,145.94,180,NORMAL
107.0,0.87,221.89,216,NORMAL
108.0,0.87,140.41,206,NORMAL
109.0,0.88,199.81,212,NORMAL
110.0,0.88,199.47,196,NORMAL
112.0,0.87,150.5,174,NORMAL
113.0,0.88,211.85,204,NORMAL
114.0,0.87,157.48,170,NORMAL
115.0,0.88,218.63,62,NORMAL
116.0,0.88,221.64,170,NORMAL
117.0,0.87,174.78,62,NORMAL
118.0,0.87,145.33,206,NORMAL
119.0,0.88,221.01,216,NORMAL
120.0,0.87,207.43,196,NORMAL
121.0,0.87,154.21,176,NORMAL
122.0,0.88,189.79,206,NORMAL
123.0,0.88,208.9,170,NORMAL
124.0,0.87,213.84,232,NORMAL
125.0,0.88,165.36,176,NORMAL
126.0,0.88,178.19,46,NORMAL
127.0,0.88,169.26,196,NORMAL
128.0,0.87,220.66,216,NORMAL
130.0,0.88,208.38,134,NORMAL
131.0,0.87,245.07,170,NORMAL
132.0,0.88,170.43,194,NORMAL
133.0,0.87,212.5,170,NORMAL
134.0,0.87,210.34,268,NORMAL
135.0,0.88,178.13,176,NORMAL
136.0,0.88,227.34,230,NORMAL
137.0,0.87,185.52,210,NORMAL
138.0,0.87,203.9,206,NORMAL
139.0,0.88,201.25,194,NORMAL
140.0,0.88,231.89,176,NORMAL
141.0,0.88,205.3,108,NORMAL
142.0,0.87,207.49,190,NORMAL
143.0,0.87,157.4,212,NORMAL
144.0,0.88,228.54,194,NORMAL
145.0,0.87,221.94,262,NORMAL
147.0,0.87,216.78,210,NORMAL
148.0,0.88,183.99,210,NORMAL
149.0,0.87,206.64,200,NORMAL
150.0,0.87,193.44,186,NORMAL
151.0,0.87,190.81,204,NORMAL
152.0,0.88,213.86,200,NORMAL
153.0,0.88,197.66,186,NORMAL
154.0,0.88,232.48,176,NORMAL
155.0,0.88,222.85,164,NORMAL
156.0,0.89,217.43,174,NORMAL
157.0,0.88,182.77,232,NORMAL
158.0,0.88,143.37,180,NORMAL
159.0,0.87,227.12,226,NORMAL
160.0,0.87,178.73,180,NORMAL
161.0,0.87,205.19,170,NORMAL
162.0,0.88,208.64,6,NORMAL
164.0,0.88,223.29,176,NORMAL
165.0,0.88,216.55,32,NORMAL
166.0,0.87,200.34,184,NORMAL
167.0,0.87,217.79,206,NORMAL
168.0,0.87,211.91,190,NORMAL
169.0,0.87,192.91,186,NORMAL
170.0,0.88,175.4,180,NORMAL
171.0,0.87,228.95,176,NORMAL
172.0,0.87,190.95,68,NORMAL
173.0,0.87,224.02,190,NORMAL
174.0,0.87,209.76,206,NORMAL
175.0,0.87,136.48,206,NORMAL
176.0,0.87,235.75,250,NORMAL
177.0,0.87,189.11,200,NORMAL
178.0,0.87,152.79,174,NORMAL
179.0,0.87,208.19,206,NORMAL
180.0,0.88,203.87,170,NORMAL
182.0,0.88,191.01,276,NORMAL
183.0,0.88,176.86,194,NORMAL
184.0,0.87,206.6,258,NORMAL
185.0,0.87,218.16,194,NORMAL
186.0,0.87,214.52,190,NORMAL
187.0,0.87,199.37,184,NORMAL
188.0,0.88,193.02,176,NORMAL
189.0,0.87,190.32,258,NORMAL
190.0,0.88,155.57,200,NORMAL
191.0,0.88,201.34,196,NORMAL
192.0,0.88,182.73,150,NORMAL
193.0,0.87,232.85,174,NORMAL
194.0,0.88,208.86,150,NORMAL
195.0,0.88,218.3,170,NORMAL
196.0,0.88,164.92,76,NORMAL
197.0,0.88,141.33,196,NORMAL
199.0,0.87,223.31,236,NORMAL
200.0,0.88,207.14,210,NORMAL
201.0,0.87,226.34,170,NORMAL
202.0,0.88,226.56,42,NORMAL
203.0,0.88,158.21,176,NORMAL
204.0,0.87,196.83,158,NORMAL
205.0,0.87,135.8,206,NORMAL
206.0,0.87,183.68,206,NORMAL
207.0,0.87,193.68,200,NORMAL
208.0,0.87,159.61,180,NORMAL
209.0,0.87,219.42,62,NORMAL
210.0,0.87,163.35,186,NORMAL
211.0,0.87,229.68,226,NORMAL
212.0,0.87,176.58,196,NORMAL
213.0,0.87,190.8,184,NORMAL
214.0,0.88,189.82,194,NORMAL
215.0,0.88,180.04,180,NORMAL
217.0,0.87,215.53,246,NORMAL
218.0,0.88,133.15,196,NORMAL
219.0,0.87,221.53,230,NORMAL
220.0,0.88,214.36,210,NORMAL
221.0,0.88,147.06,174,NORMAL
222.0,0.87,187.56,236,NORMAL
223.0,0.87,220.99,196,NORMAL
224.0,0.87,156.45,180,NORMAL
225.0,0.87,172.35,184,NORMAL
226.0,0.87,152.8,170,NORMAL
227.0,0.88,219.34,118,NORMAL
228.0,0.87,232.11,186,NORMAL
229.0,0.87,195.64,216,NORMAL
230.0,0.87,164.13,186,NORMAL
231.0,0.87,192.05,170,NORMAL
232.0,0.88,192.22,72,NORMAL
234.0,0.88,198.51,200,NORMAL
235.0,0.87,155.99,176,NORMAL
236.0,0.87,204.61,206,NORMAL
237.0,0.87,164.59,170,NORMAL
238.0,0.88,213.98,14,NORMAL
239.0,0.88,159.57,194,NORMAL
240.0,0.88,187.45,168,NORMAL
241.0,0.87,223.15,194,NORMAL
242.0,0.87,190.3,210,NORMAL
243.0,0.87,197.62,184,NORMAL
244.0,0.87,179.06,194,NORMAL
245.0,0.88,215.98,154,NORMAL
246.0,0.87,194.51,194,NORMAL
247.0,0.87,213.82,190,NORMAL
248.0,0.88,227.43,190,NORMAL
249.0,0.87,225.49,170,NORMAL
251.0,0.88,196.06,10,NORMAL
252.0,0.87,157.92,206,NORMAL
253.0,0.88,197.44,176,NORMAL
254.0,0.88,199.55,190,NORMAL
255.0,0.88,165.83,174,NORMAL
256.0,0.87,214.1,6,NORMAL
257.0,0.88,200.32,190,NORMAL
258.0,0.87,180.17,268,NORMAL
259.0,0.87,207.78,196,NORMAL
260.0,0.87,214.67,170,NORMAL
261.0,0.87,220.99,72,NORMAL
262.0,0.87,145.35,184,NORMAL
263.0,0.87,224.6,212,NORMAL
264.0,0.88,207.15,196,NORMAL
265.0,0.87,157.31,174,NORMAL
266.0,0.88,219.45,176,NORMAL
267.0,0.88,186.52,176,NORMAL
269.0,0.88,218.21,204,NORMAL
270.0,0.87,210.76,138,NORMAL
271.0,0.87,215.73,180,NORMAL
272.0,0.88,219.39,240,NORMAL
273.0,0.87,199.87,206,NORMAL
274.0,0.87,193.19,170,NORMAL
275.0,0.87,199.3,252,NORMAL
276.0,0.88,137.91,180,NORMAL
277.0,0.87,227.27,226,NORMAL
278.0,0.87,211.35,210,NORMAL
279.0,0.87,207.34,170,NORMAL
280.0,0.87,228.15,26,NORMAL
281.0,0.88,148.42,176,NORMAL
282.0,0.88,213.55,258,NORMAL
283.0,0.87,187.59,206,NORMAL
284.0,0.87,152.64,174,NORMAL
286.0,0.88,216.51,88,NORMAL
287.0,0.87,218.4,194,NORMAL
288.0,0.88,150.97,180,NORMAL
289.0,0.87,218.11,10,NORMAL
290.0,0.87,200.0,210,NORMAL
291.0,0.87,180.76,186,NORMAL
292.0,0.88,189.19,56,NORMAL
293.0,0.88,164.23,196,NORMAL
294.0,0.87,238.41,174,NORMAL
295.0,0.87,206.48,108,NORMAL
296.0,0.87,220.33,196,NORMAL
297.0,0.88,193.83,184,NORMAL
298.0,0.87,229.79,10,NORMAL
299.0,0.88,153.3,194,NORMAL
300.0,0.88,201.16,206,NORMAL
301.0,0.88,212.48,158,NORMAL
302.0,0.87,182.58,186,NORMAL
304.0,0.88,157.63,210,NORMAL
305.0,0.88,206.17,200,NORMAL
306.0,0.88,143.48,174,NORMAL
307.0,0.87,194.56,180,NORMAL
308.0,0.87,152.85,204,NORMAL
309.0,0.88,172.75,176,NORMAL
310.0,0.88,198.2,186,NORMAL
311.0,0.88,213.74,174,NORMAL
312.0,0.87,189.17,226,NORMAL
313.0,0.87,210.74,210,NORMAL
314.0,0.88,176.43,190,NORMAL
315.0,0.88,219.43,66,NORMAL
316.0,0.87,195.79,196,NORMAL
317.0,0.86,235.15,174,NORMAL
318.0,0.87,208.17,226,NORMAL
319.0,0.87,225.98,196,NORMAL
321.0,0.88,153.69,174,NORMAL
322.0,0.87,218.58,88,NORMAL
323.0,0.86,223.55,180,NORMAL
324.0,0.88,206.82,190,NORMAL
325.0,0.88,188.54,204,NORMAL
326.0,0.88,219.08,170,NORMAL
327.0,0.88,190.7,168,NORMAL
328.0,0.88,144.04,196,NORMAL
329.0,0.87,212.62,252,NORMAL
330.0,0.88,205.91,210,NORMAL
331.0,0.87,134.87,174,NORMAL
332.0,0.87,214.54,138,NORMAL
333.0,0.88,203.69,186,NORMAL
334.0,0.87,214.38,250,NORMAL
335.0,0.87,195.47,206,NORMAL
336.0,0.87,143.01,174,NORMAL
338.0,0.87,219.48,86,NORMAL
339.0,0.88,134.4,196,NORMAL
340.0,0.87,215.14,222,NORMAL
341.0,0.88,184.25,206,NORMAL
342.0,0.88,216.51,174,NORMAL
343.0,0.87,194.66,242,NORMAL
344.0,0.87,215.65,194,NORMAL
345.0,0.87,175.62,176,NORMAL
346.0,0.87,212.17,96,NORMAL
347.0,0.87,180.94,206,NORMAL
348.0,0.87,170.98,176,NORMAL
349.0,0.88,214.29,168,NORMAL
350.0,0.87,220.28,194,NORMAL
351.0,0.88,153.98,174,NORMAL
352.0,0.87,206.66,58,NORMAL
353.0,0.87,220.49,206,NORMAL
354.0,0.88,189.47,186,NORMAL
356.0,0.88,218.96,72,NORMAL
357.0,0.87,234.05,190,NORMAL
358.0,0.87,193.63,186,NORMAL
359.0,0.87,226.41,56,NORMAL
360.0,0.88,197.8,170,NORMAL
361.0,0.87,227.46,216,NORMAL
362.0,0.87,208.39,196,NORMAL
363.0,0.87,226.5,176,NORMAL
364.0,0.88,163.55,220,NORMAL
365.0,0.87,197.53,206,NORMAL
366.0,0.88,213.58,170,NORMAL
367.0,0.87,229.74,230,NORMAL
368.0,0.88,204.03,154,NORMAL
369.0,0.87,210.97,184,NORMAL
370.0,0.87,221.62,222,NORMAL
371.0,0.88,193.37,170,NORMAL
373.0,0.88,178.47,176,NORMAL
374.0,0.87,161.9,220,NORMAL
375.0,0.87,204.78,200,NORMAL
376.0,0.88,210.8,174,NORMAL
377.0,0.88,203.15,68,NORMAL
378.0,0.87,214.93,190,NORMAL
379.0,0.87,203.91,196,NORMAL
380.0,0.87,215.77,144,NORMAL
381.0,0.87,228.86,170,NORMAL
382.0,0.88,195.17,22,NORMAL
383.0,0.87,202.98,200,NORMAL
384.0,0.88,141.6,174,NORMAL
385.0,0.87,234.84,72,NORMAL
386.0,0.88,178.72,176,NORMAL
387.0,0.88,207.51,212,NORMAL
388.0,0.88,185.93,204,NORMAL
389.0,0.88,203.27,180,NORMAL
391.0,0.87,183.31,204,NORMAL
392.0,0.88,203.52,194,NORMAL
393.0,0.87,203.97,174,NORMAL
394.0,0.88,182.23,36,NORMAL
395.0,0.87,212.66,206,NORMAL
396.0,0.87,221.42,170,NORMAL
397.0,0.87,217.73,102,NORMAL
398.0,0.88,152.09,176,NORMAL
399.0,0.87,211.68,196,NORMAL
400.0,0.88,159.74,194,NORMAL
401.0,0.87,218.5,184,NORMAL
402.0,0.87,176.86,176,NORMAL
403.0,0.88,191.2,180,NORMAL
404.0,0.87,214.4,174,NORMAL
405.0,0.88,183.66,104,NORMAL
406.0,0.87,142.13,204,NORMAL
408.0,0.87,218.99,194,NORMAL
409.0,0.87,184.84,194,NORMAL
410.0,0.87,175.43,174,NORMAL
411.0,0.87,190.21,140,NORMAL
412.0,0.87,202.03,210,NORMAL
413.0,0.87,154.27,174,NORMAL
414.0,0.88,224.21,16,NORMAL
415.0,0.88,169.77,176,NORMAL
416.0,0.87,227.99,226,NORMAL
417.0,0.88,175.04,186,NORMAL
418.0,0.87,219.4,180,NORMAL
419.0,0.87,204.03,258,NORMAL
420.0,0.87,224.14,196,NORMAL
421.0,0.87,175.44,174,NORMAL
422.0,0.87,179.8,52,NORMAL
423.0,0.87,152.89,200,NORMAL
425.0,0.87,204.74,196,NORMAL
426.0,0.87,181.51,196,NORMAL
427.0,0.88,177.41,174,NORMAL
428.0,0.88,182.14,160,NORMAL
429.0,0.87,202.01,210,NORMAL
430.0,0.87,151.04,174,NORMAL
431.0,0.87,221.15,26,NORMAL
432.0,0.88,177.35,174,NORMAL
433.0,0.88,220.44,246,NORMAL
434.0,0.87,200.75,210,NORMAL
435.0,0.88,206.23,170,NORMAL
436.0,0.87,212.33,276,NORMAL
437.0,0.88,139.57,180,NORMAL
438.0,0.87,227.49,250,NORMAL
439.0,0.87,213.54,210,NORMAL
440.0,0.87,214.88,170,NORMAL
441.0,0.87,226.08,76,NORMAL
443.0,0.88,187.44,190,NORMAL
444.0,0.87,210.27,250,NORMAL
445.0,0.88,210.28,210,NORMAL
446.0,0.88,205.16,170,NORMAL
447.0,0.87,198.63,222,NORMAL
448.0,0.87,212.84,194,NORMAL
449.0,0.88,242.51,174,NORMAL
450.0,0.87,212.04,140,NORMAL
451.0,0.87,215.12,194,NORMAL
452.0,0.87,193.27,184,NORMAL
453.0,0.87,205.78,42,NORMAL
454.0,0.87,199.35,196,NORMAL
455.0,0.87,164.28,194,NORMAL
456.0,0.87,174.59,190,NORMAL
457.0,0.88,206.48,174,NORMAL
458.0,0.87,199.25,222,NORMAL
460.0,0.87,180.71,174,NORMAL
461.0,0.87,224.39,180,NORMAL
462.0,0.88,219.16,230,NORMAL
463.0,0.88,157.51,184,NORMAL
464.0,0.88,209.6,174,NORMAL
465.0,0.87,216.58,246,NORMAL
466.0,0.87,187.0,180,NORMAL
467.0,0.88,190.79,174,NORMAL
468.0,0.87,207.48,216,NORMAL
469.0,0.88,158.55,186,NORMAL
470.0,0.88,194.48,176,NORMAL
471.0,0.87,197.17,226,NORMAL
472.0,0.87,200.14,148,NORMAL
473.0,0.87,222.56,174,NORMAL
474.0,0.87,212.08,72,NORMAL
475.0,0.88,218.17,196,NORMAL
477.0,0.88,199.18,186,NORMAL
478.0,0.87,231.19,76,NORMAL
479.0,0.88,135.73,196,NORMAL
480.0,0.87,192.28,194,NORMAL
481.0,0.87,209.31,200,NORMAL
482.0,0.87,202.95,186,NORMAL
483.0,0.87,218.39,108,NORMAL
484.0,0.87,197.99,186,NORMAL
485.0,0.88,161.61,176,NORMAL
486.0,0.88,187.74,186,NORMAL
487.0,0.88,208.17,174,NORMAL
488.0,0.88,230.88,222,NORMAL
489.0,0.88,176.39,170,NORMAL
490.0,0.87,242.18,170,NORMAL
491.0,0.88,224.0,186,NORMAL
492.0,0.88,208.79,170,NORMAL
493.0,0.87,174.48,232,NORMAL
495.0,0.88,199.76,200,NORMAL
496.0,0.87,234.68,176,NORMAL
497.0,0.87,161.42,212,NORMAL
498.0,0.87,161.63,210,NORMAL
499.0,0.88,203.49,174,NORMAL
500.0,0.87,223.9,246,NORMAL
501.0,0.88,208.6,194,NORMAL
502.0,0.87,234.25,170,NORMAL
503.0,0.87,216.17,16,NORMAL
504.0,0.87,212.89,194,NORMAL
505.0,0.88,180.66,186,NORMAL
506.0,0.88,218.46,86,NORMAL
507.0,0.88,191.95,194,NORMAL
508.0,0.87,161.8,174,NORMAL
509.0,0.87,203.18,262,NORMAL
510.0,0.87,187.0,190,NORMAL
512.0,0.88,206.42,190,NORMAL
513.0,0.88,179.26,164,NORMAL
514.0,0.88,196.14,184,NORMAL
515.0,0.87,166.43,212,NORMAL
516.0,0.87,228.88,158,NORMAL
517.0,0.88,201.26,174,NORMAL
518.0,0.87,226.34,252,NORMAL
519.0,0.87,173.24,176,NORMAL
520.0,0.87,202.55,184,NORMAL
521.0,0.87,182.62,204,NORMAL
522.0,0.87,195.99,204,NORMAL
523.0,0.88,209.32,176,NORMAL
524.0,0.87,190.23,88,NORMAL
25.0,0.87,191.95,200,NORMAL
526.0,0.88,148.97,174,NORMAL
527.0,0.87,183.25,102,NORMAL
528.0,0.87,214.42,206,NORMAL
530.0,0.88,189.34,184,NORMAL
531.0,0.88,201.05,140,NORMAL
532.0,0.88,166.78,180,NORMAL
533.0,0.87,227.3,226,NORMAL
534.0,0.88,206.57,210,NORMAL
535.0,0.87,229.43,174,NORMAL
536.0,0.87,168.02,226,NORMAL
537.0,0.88,218.31,196,NORMAL
538.0,0.88,149.79,176,NORMAL
539.0,0.87,189.54,6,NORMAL
540.0,0.87,173.11,204,NORMAL
541.0,0.87,161.23,170,NORMAL
542.0,0.88,212.24,272,NORMAL
543.0,0.88,148.23,184,NORMAL
544.0,0.87,189.16,190,NORMAL
545.0,0.88,223.73,138,NORMAL
547.0,0.87,221.8,196,NORMAL
548.0,0.87,186.6,210,NORMAL
549.0,0.87,193.39,184,NORMAL
550.0,0.87,213.94,184,NORMAL
551.0,0.88,175.22,20,NORMAL
552.0,0.87,205.81,196,NORMAL
553.0,0.87,146.48,170,NORMAL
554.0,0.88,200.37,268,NORMAL
555.0,0.87,157.62,200,NORMAL
556.0,0.87,197.68,174,NORMAL
557.0,0.87,178.03,180,NORMAL
558.0,0.87,188.54,210,NORMAL
559.0,0.88,140.09,174,NORMAL
560.0,0.87,182.25,36,NORMAL
561.0,0.88,166.67,194,NORMAL
562.0,0.87,166.3,174,NORMAL
564.0,0.87,217.75,170,NORMAL
565.0,0.87,202.64,186,NORMAL
566.0,0.88,188.8,180,NORMAL
567.0,0.88,215.93,50,NORMAL
568.0,0.87,200.15,194,NORMAL
569.0,0.87,201.08,186,NORMAL
570.0,0.87,222.64,58,NORMAL
571.0,0.88,153.13,180,NORMAL
572.0,0.87,229.27,226,NORMAL
573.0,0.87,169.04,180,NORMAL
574.0,0.88,195.99,180,NORMAL
575.0,0.87,165.09,222,NORMAL
576.0,0.87,197.52,204,NORMAL
577.0,0.87,199.67,174,NORMAL
578.0,0.87,185.69,68,NORMAL
579.0,0.87,191.85,200,NORMAL
580.0,0.87,190.4,174,NORMAL
582.0,0.87,181.96,114,NORMAL
583.0,0.87,210.92,210,NORMAL
584.0,0.88,222.12,170,NORMAL
585.0,0.87,207.84,164,NORMAL
586.0,0.88,169.5,180,NORMAL
587.0,0.87,222.95,220,NORMAL
588.0,0.88,192.27,204,NORMAL
589.0,0.87,214.23,184,NORMAL
590.0,0.87,196.22,180,NORMAL
591.0,0.87,231.0,190,NORMAL
592.0,0.88,214.04,174,NORMAL
593.0,0.87,205.2,262,NORMAL
594.0,0.87,195.05,206,NORMAL
595.0,0.87,163.62,170,NORMAL
596.0,0.87,230.98,22,NORMAL
597.0,0.88,167.41,194,NORMAL
599.0,0.87,202.64,220,NORMAL
600.0,0.87,188.46,186,NORMAL
601.0,0.88,210.53,170,NORMAL
602.0,0.87,162.67,42,NORMAL
603.0,0.88,175.04,196,NORMAL
604.0,0.87,178.99,174,NORMAL
605.0,0.87,226.25,4,NORMAL
606.0,0.87,179.69,190,NORMAL
607.0,0.87,184.57,194,NORMAL
608.0,0.87,182.35,158,NORMAL
609.0,0.88,171.51,184,NORMAL
610.0,0.88,190.39,220,NORMAL
611.0,0.87,186.95,196,NORMAL
612.0,0.88,239.23,174,NORMAL
613.0,0.87,190.44,68,NORMAL
614.0,0.87,231.28,196,NORMAL
615.0,0.88,193.55,190,NORMAL
617.0,0.88,220.68,150,NORMAL
618.0,0.87,187.73,206,NORMAL
619.0,0.87,156.12,174,NORMAL
620.0,0.87,174.31,230,NORMAL
621.0,0.88,177.32,200,NORMAL
622.0,0.87,197.17,174,NORMAL
623.0,0.87,179.75,16,NORMAL
624.0,0.88,209.65,210,NORMAL
625.0,0.88,200.97,180,NORMAL
626.0,0.87,189.31,220,NORMAL
627.0,0.87,180.45,174,NORMAL
628.0,0.88,239.66,176,NORMAL
629.0,0.88,204.8,102,NORMAL
630.0,0.87,194.47,186,NORMAL
631.0,0.87,220.79,204,NORMAL
632.0,0.88,176.06,176,NORMAL
634.0,0.87,240.78,174,NORMAL
635.0,0.88,193.2,252,NORMAL
636.0,0.87,165.77,180,NORMAL
637.0,0.88,223.86,170,NORMAL
638.0,0.87,171.36,262,NORMAL
639.0,0.87,177.93,176,NORMAL
640.0,0.88,223.6,174,NORMAL
641.0,0.87,192.87,250,NORMAL
642.0,0.87,201.0,206,NORMAL
643.0,0.87,198.57,176,NORMAL
644.0,0.88,208.23,164,NORMAL
645.0,0.88,195.45,184,NORMAL
646.0,0.87,214.87,204,NORMAL
647.0,0.88,193.31,204,NORMAL
648.0,0.88,210.31,186,NORMAL
649.0,0.87,215.36,190,NORMAL
651.0,0.88,211.6,194,NORMAL
652.0,0.87,183.91,174,NORMAL
653.0,0.87,175.92,26,NORMAL
654.0,0.87,214.66,200,NORMAL
655.0,0.87,211.3,190,NORMAL
656.0,0.87,230.23,6,NORMAL
657.0,0.87,220.55,180,NORMAL
658.0,0.88,169.42,52,NORMAL
659.0,0.87,217.65,200,NORMAL
660.0,0.88,191.98,184,NORMAL
661.0,0.87,184.0,68,NORMAL
662.0,0.87,163.91,196,NORMAL
663.0,0.87,160.08,174,NORMAL
664.0,0.86,215.22,210,NORMAL
665.0,0.87,166.67,170,NORMAL
666.0,0.87,196.03,88,NORMAL
667.0,0.87,228.07,190,NORMAL
669.0,0.88,213.48,204,NORMAL
670.0,0.87,194.14,200,NORMAL
671.0,0.87,189.06,180,NORMAL
672.0,0.87,220.48,194,NORMAL
673.0,0.87,181.32,194,NORMAL
674.0,0.88,152.49,194,NORMAL
675.0,0.88,217.14,174,NORMAL
676.0,0.87,203.08,50,NORMAL
677.0,0.88,156.63,196,NORMAL
678.0,0.87,157.16,174,NORMAL
679.0,0.87,214.98,204,NORMAL
680.0,0.87,132.34,170,NORMAL
681.0,0.87,160.85,46,NORMAL
682.0,0.88,199.29,194,NORMAL
683.0,0.87,202.44,190,NORMAL
684.0,0.87,202.94,204,NORMAL
686.0,0.88,233.15,174,NORMAL
687.0,0.87,179.22,266,NORMAL
688.0,0.87,234.58,190,NORMAL
689.0,0.88,224.38,220,NORMAL
690.0,0.87,172.45,196,NORMAL
691.0,0.88,186.28,220,NORMAL
692.0,0.87,205.99,200,NORMAL
693.0,0.87,161.89,174,NORMAL
694.0,0.87,206.19,62,NORMAL
695.0,0.87,223.59,196,NORMAL
696.0,0.87,171.21,170,NORMAL
697.0,0.87,199.06,96,NORMAL
698.0,0.86,221.72,180,NORMAL
699.0,0.87,171.46,230,NORMAL
700.0,0.87,202.68,204,NORMAL
701.0,0.87,178.34,170,NORMAL
702.0,0.88,197.35,62,NORMAL
704.0,0.88,163.32,180,NORMAL
705.0,0.87,225.6,226,NORMAL
706.0,0.87,169.76,190,NORMAL
707.0,0.87,232.0,176,NORMAL
708.0,0.88,210.14,268,NORMAL
709.0,0.87,215.16,190,NORMAL
710.0,0.88,211.92,200,NORMAL
711.0,0.87,222.1,190,NORMAL
